"sale_date","isbn","COUNT"
"26/7/2193","989-28-654-7965-4",1
"26/7/2193","989-28-79-69807-2",20
"26/7/2193","989-28-79-13871-4",18
"26/7/2193","989-28-79-05670-4",7
"26/7/2193","989-28-79-82749-6",4
"26/7/2193","989-28-79-22562-9",2
"26/7/2193","989-28-79-82125-8",2
"26/7/2193","989-28-654-4370-9",1
"26/7/2193","989-28-654-0047-4",1
"26/7/2193","989-28-229-6632-6",2
"26/7/2193","989-28-229-1404-4",3
"26/7/2193","989-28-229-7592-2",8
"26/7/2193","989-28-229-0197-6",3
"26/7/2193","989-28-229-5891-8",4
"26/7/2193","989-28-229-9769-6",6
"26/7/2193","989-28-229-3157-7",2
"26/7/2193","989-28-79-23023-4",20
"26/7/2193","989-28-79-91028-0",7
"26/7/2193","989-28-79-13801-1",22
"26/7/2193","989-28-79-74374-1",24
"26/7/2193","989-28-79-26824-4",5
"26/7/2193","989-28-79-16808-7",2
"26/7/2193","989-28-79-36485-4",1
"26/7/2193","989-28-79-71565-6",5
"26/7/2193","989-28-79-40897-8",3
"26/7/2193","989-28-79-51397-9",2
"26/7/2193","989-28-79-82339-9",1
"26/7/2193","989-28-79-55824-6",1
"26/7/2193","989-28-3705-222-9",10
"26/7/2193","989-28-3705-492-6",3
"26/7/2193","989-28-79-03683-6",1
"26/7/2193","989-28-79-14379-4",2
"26/7/2193","989-28-79-86624-2",1
"26/7/2193","989-28-79-22871-2",2
"27/7/2193","989-28-79-68089-3",10
"27/7/2193","989-28-3705-987-7",8
"27/7/2193","989-28-3705-007-2",23
"27/7/2193","989-28-3705-369-1",1
"27/7/2193","989-28-3705-138-3",1
"27/7/2193","989-28-3705-592-3",1
"27/7/2193","989-28-3705-649-4",1
"27/7/2193","989-28-79-61125-5",2
"27/7/2193","989-28-79-86624-2",1
"27/7/2193","989-28-79-22871-2",1
"27/7/2193","989-28-79-11297-4",5
"27/7/2193","989-28-79-18127-7",4
"27/7/2193","989-28-79-01991-4",1
"27/7/2193","989-28-79-21991-8",1
"27/7/2193","989-28-79-04510-4",2
"27/7/2193","989-28-79-32105-5",1
"27/7/2193","989-28-79-52883-6",1
"27/7/2193","989-28-79-30536-9",1
"27/7/2193","989-28-79-45675-7",7
"27/7/2193","989-28-79-05638-4",2
"27/7/2193","989-28-79-16826-1",1
"27/7/2193","989-28-654-0127-3",1
"27/7/2193","989-28-654-3899-6",1
"27/7/2193","989-28-654-2017-5",2
"27/7/2193","989-28-79-13871-4",6
"27/7/2193","989-28-79-82749-6",4
"27/7/2193","989-28-79-05670-4",8
"27/7/2193","989-28-79-69807-2",18
"27/7/2193","989-28-79-82125-8",2
"27/7/2193","989-28-79-22562-9",1
"27/7/2193","989-28-654-5771-3",3
"27/7/2193","989-28-229-3157-7",5
"27/7/2193","989-28-229-1404-4",14
"27/7/2193","989-28-229-7592-2",8
"27/7/2193","989-28-229-9769-6",13
"27/7/2193","989-28-229-5891-8",3
"27/7/2193","989-28-229-6632-6",8
"27/7/2193","989-28-229-0197-6",2
"27/7/2193","989-28-79-13801-1",29
"27/7/2193","989-28-79-74374-1",27
"27/7/2193","989-28-79-23023-4",18
"27/7/2193","989-28-79-26824-4",4
"27/7/2193","989-28-79-36485-4",1
"27/7/2193","989-28-79-40897-8",4
"27/7/2193","989-28-79-71565-6",5
"27/7/2193","989-28-79-55824-6",4
"27/7/2193","989-28-79-51397-9",1
"27/7/2193","989-28-79-91028-0",6
"27/7/2193","989-28-79-55752-2",2
"27/7/2193","989-28-3705-492-6",9
"27/7/2193","989-28-3705-222-9",10
"27/7/2193","989-28-79-23015-9",1
"27/7/2193","989-28-79-03683-6",6
"27/7/2193","989-28-79-14379-4",1
"27/7/2193","989-28-3705-633-3",1
"27/7/2193","989-28-3705-136-9",1
"27/7/2193","989-28-3705-054-6",1
"27/7/2193","989-28-79-82197-5",1
"28/7/2193","989-28-79-68089-3",9
"28/7/2193","989-28-3705-007-2",23
"28/7/2193","989-28-3705-138-3",1
"28/7/2193","989-28-3705-966-2",5
"28/7/2193","989-28-3705-054-6",1
"28/7/2193","989-28-3705-987-7",9
"28/7/2193","989-28-3705-136-9",2
"28/7/2193","989-28-3705-775-0",1
"28/7/2193","989-28-3705-649-4",2
"28/7/2193","989-28-3705-369-1",1
"28/7/2193","989-28-3705-583-1",1
"28/7/2193","989-28-79-45675-7",3
"28/7/2193","989-28-79-18127-7",4
"28/7/2193","989-28-79-27078-0",1
"28/7/2193","989-28-79-86624-2",2
"28/7/2193","989-28-79-11297-4",4
"28/7/2193","989-28-79-30536-9",3
"28/7/2193","989-28-79-70597-8",1
"28/7/2193","989-28-79-22871-2",2
"28/7/2193","989-28-79-82197-5",1
"28/7/2193","989-28-79-67891-3",1
"28/7/2193","989-28-654-7965-4",1
"28/7/2193","989-28-654-5018-9",1
"28/7/2193","989-28-654-0127-3",2
"28/7/2193","989-28-79-69807-2",14
"28/7/2193","989-28-79-13871-4",12
"28/7/2193","989-28-79-05670-4",8
"28/7/2193","989-28-79-82749-6",8
"28/7/2193","989-28-79-22562-9",1
"28/7/2193","989-28-654-0047-4",1
"28/7/2193","989-28-229-9769-6",11
"28/7/2193","989-28-229-1404-4",13
"28/7/2193","989-28-229-6632-6",1
"28/7/2193","989-28-229-5891-8",6
"28/7/2193","989-28-229-7592-2",7
"28/7/2193","989-28-229-0197-6",7
"28/7/2193","989-28-229-3157-7",4
"28/7/2193","989-28-79-13801-1",21
"28/7/2193","989-28-79-74374-1",24
"28/7/2193","989-28-79-23023-4",11
"28/7/2193","989-28-79-26824-4",9
"28/7/2193","989-28-79-40897-8",4
"28/7/2193","989-28-79-91028-0",8
"28/7/2193","989-28-79-55752-2",4
"28/7/2193","989-28-79-71565-6",5
"28/7/2193","989-28-79-68531-7",1
"28/7/2193","989-28-3705-492-6",11
"28/7/2193","989-28-3705-222-9",8
"28/7/2193","989-28-79-14379-4",1
"28/7/2193","989-28-79-03683-6",2
"28/7/2193","989-28-3705-152-9",1
"28/7/2193","989-28-79-21991-8",1
"28/7/2193","989-28-79-82125-8",2
"28/7/2193","989-28-79-32105-5",1
"29/7/2193","989-28-79-68089-3",10
"29/7/2193","989-28-3705-007-2",24
"29/7/2193","989-28-3705-987-7",11
"29/7/2193","989-28-3705-583-1",4
"29/7/2193","989-28-3705-136-9",2
"29/7/2193","989-28-3705-152-9",1
"29/7/2193","989-28-3705-592-3",1
"29/7/2193","989-28-79-86624-2",4
"29/7/2193","989-28-79-11297-4",3
"29/7/2193","989-28-79-82197-5",6
"29/7/2193","989-28-79-27078-0",2
"29/7/2193","989-28-79-52883-6",1
"29/7/2193","989-28-79-32105-5",2
"29/7/2193","989-28-79-45675-7",3
"29/7/2193","989-28-79-18127-7",3
"29/7/2193","989-28-79-22871-2",1
"29/7/2193","989-28-79-16826-1",1
"29/7/2193","989-28-79-13871-4",14
"29/7/2193","989-28-79-82749-6",4
"29/7/2193","989-28-79-69807-2",14
"29/7/2193","989-28-79-05670-4",4
"29/7/2193","989-28-79-82125-8",2
"29/7/2193","989-28-654-8573-0",1
"29/7/2193","989-28-654-0047-4",2
"29/7/2193","989-28-229-1404-4",7
"29/7/2193","989-28-229-3157-7",4
"29/7/2193","989-28-229-9769-6",10
"29/7/2193","989-28-229-7592-2",3
"29/7/2193","989-28-229-6632-6",11
"29/7/2193","989-28-229-0197-6",4
"29/7/2193","989-28-229-5891-8",1
"29/7/2193","989-28-79-23023-4",13
"29/7/2193","989-28-79-71565-6",9
"29/7/2193","989-28-79-13801-1",16
"29/7/2193","989-28-79-40897-8",4
"29/7/2193","989-28-79-74374-1",15
"29/7/2193","989-28-79-91028-0",6
"29/7/2193","989-28-79-16533-8",1
"29/7/2193","989-28-79-51397-9",2
"29/7/2193","989-28-79-26824-4",6
"29/7/2193","989-28-79-36485-4",2
"29/7/2193","989-28-79-55752-2",4
"29/7/2193","989-28-79-55824-6",1
"29/7/2193","989-28-3705-492-6",6
"29/7/2193","989-28-3705-222-9",12
"29/7/2193","989-28-79-03683-6",1
"29/7/2193","989-28-3705-138-3",1
"29/7/2193","989-28-3705-966-2",1
"29/7/2193","989-28-79-30536-9",1
"29/7/2193","989-28-79-42728-3",1
"29/7/2193","989-28-79-14379-4",1
"30/7/2193","989-28-79-68089-3",10
"30/7/2193","989-28-3705-007-2",15
"30/7/2193","989-28-3705-987-7",2
"30/7/2193","989-28-3705-369-1",1
"30/7/2193","989-28-3705-592-3",1
"30/7/2193","989-28-3705-649-4",1
"30/7/2193","989-28-3705-136-9",1
"30/7/2193","989-28-3705-138-3",1
"30/7/2193","989-28-79-27078-0",2
"30/7/2193","989-28-79-45675-7",5
"30/7/2193","989-28-79-21991-8",3
"30/7/2193","989-28-79-52883-6",1
"30/7/2193","989-28-79-86624-2",1
"30/7/2193","989-28-79-32105-5",1
"30/7/2193","989-28-79-07610-8",1
"30/7/2193","989-28-79-01991-4",1
"30/7/2193","989-28-79-11297-4",2
"30/7/2193","989-28-79-30536-9",2
"30/7/2193","989-28-654-0127-3",1
"30/7/2193","989-28-79-69807-2",10
"30/7/2193","989-28-79-13871-4",14
"30/7/2193","989-28-79-05670-4",7
"30/7/2193","989-28-79-82125-8",2
"30/7/2193","989-28-79-82749-6",2
"30/7/2193","989-28-654-5771-3",3
"30/7/2193","989-28-654-8573-0",1
"30/7/2193","989-28-654-6033-1",3
"30/7/2193","989-28-229-6632-6",7
"30/7/2193","989-28-229-1404-4",9
"30/7/2193","989-28-229-9769-6",8
"30/7/2193","989-28-229-5891-8",2
"30/7/2193","989-28-229-7592-2",10
"30/7/2193","989-28-229-0197-6",2
"30/7/2193","989-28-229-3157-7",3
"30/7/2193","989-28-79-91028-0",11
"30/7/2193","989-28-79-74374-1",24
"30/7/2193","989-28-79-23023-4",19
"30/7/2193","989-28-79-13801-1",21
"30/7/2193","989-28-79-71565-6",1
"30/7/2193","989-28-79-26824-4",5
"30/7/2193","989-28-79-55752-2",2
"30/7/2193","989-28-79-55824-6",3
"30/7/2193","989-28-79-40897-8",2
"30/7/2193","989-28-79-82339-9",1
"30/7/2193","989-28-79-36485-4",1
"30/7/2193","989-28-79-44730-4",1
"30/7/2193","989-28-3705-222-9",10
"30/7/2193","989-28-3705-492-6",10
"30/7/2193","989-28-79-14379-4",1
"30/7/2193","989-28-79-16826-1",1
"30/7/2193","989-28-79-22871-2",1
"30/7/2193","989-28-79-70597-8",1
"30/7/2193","989-28-79-03683-6",1
"31/7/2193","989-28-79-68089-3",4
"31/7/2193","989-28-3705-007-2",25
"31/7/2193","989-28-3705-649-4",2
"31/7/2193","989-28-3705-987-7",6
"31/7/2193","989-28-3705-966-2",2
"31/7/2193","989-28-3705-592-3",4
"31/7/2193","989-28-3705-583-1",1
"31/7/2193","989-28-79-82197-5",2
"31/7/2193","989-28-79-45675-7",4
"31/7/2193","989-28-79-01991-4",3
"31/7/2193","989-28-79-05638-4",2
"31/7/2193","989-28-79-86624-2",1
"31/7/2193","989-28-79-11297-4",2
"31/7/2193","989-28-79-21991-8",1
"31/7/2193","989-28-79-18127-7",1
"31/7/2193","989-28-79-07610-8",1
"31/7/2193","989-28-79-32105-5",1
"31/7/2193","989-28-79-04510-4",2
"31/7/2193","989-28-654-5018-9",1
"31/7/2193","989-28-79-13871-4",14
"31/7/2193","989-28-79-05670-4",5
"31/7/2193","989-28-79-69807-2",12
"31/7/2193","989-28-79-82749-6",2
"31/7/2193","989-28-229-1404-4",10
"31/7/2193","989-28-229-7592-2",6
"31/7/2193","989-28-229-9769-6",6
"31/7/2193","989-28-229-5891-8",3
"31/7/2193","989-28-229-3157-7",2
"31/7/2193","989-28-229-6632-6",4
"31/7/2193","989-28-229-0197-6",1
"31/7/2193","989-28-79-26824-4",14
"31/7/2193","989-28-79-13801-1",23
"31/7/2193","989-28-79-74374-1",25
"31/7/2193","989-28-79-55824-6",5
"31/7/2193","989-28-79-23023-4",11
"31/7/2193","989-28-79-71565-6",3
"31/7/2193","989-28-79-40897-8",2
"31/7/2193","989-28-79-91028-0",5
"31/7/2193","989-28-79-36485-4",1
"31/7/2193","989-28-3705-222-9",15
"31/7/2193","989-28-3705-492-6",7
"31/7/2193","989-28-79-03683-6",3
"31/7/2193","989-28-79-16826-1",1
"31/7/2193","989-28-79-30536-9",1
"31/7/2193","989-28-79-27078-0",1
"31/7/2193","989-28-654-0047-4",1
"31/7/2193","989-28-79-68531-7",1
"31/7/2193","989-28-3705-152-9",1
"31/7/2193","989-28-79-55752-2",1
"1/8/2193","989-28-654-5018-9",1
"1/8/2193","989-28-3705-007-2",21
"1/8/2193","989-28-3705-583-1",4
"1/8/2193","989-28-3705-966-2",2
"1/8/2193","989-28-3705-987-7",5
"1/8/2193","989-28-3705-138-3",1
"1/8/2193","989-28-3705-152-9",5
"1/8/2193","989-28-3705-592-3",2
"1/8/2193","989-28-3705-054-6",1
"1/8/2193","989-28-79-86624-2",2
"1/8/2193","989-28-79-18127-7",4
"1/8/2193","989-28-79-45675-7",7
"1/8/2193","989-28-79-21991-8",2
"1/8/2193","989-28-79-61125-5",1
"1/8/2193","989-28-79-82197-5",2
"1/8/2193","989-28-79-16826-1",2
"1/8/2193","989-28-79-04510-4",2
"1/8/2193","989-28-79-22871-2",1
"1/8/2193","989-28-79-64693-6",1
"1/8/2193","989-28-79-30536-9",3
"1/8/2193","989-28-79-11297-4",1
"1/8/2193","989-28-79-01991-4",1
"1/8/2193","989-28-654-0127-3",1
"1/8/2193","989-28-654-3899-6",1
"1/8/2193","989-28-79-69807-2",14
"1/8/2193","989-28-79-05670-4",9
"1/8/2193","989-28-79-82749-6",2
"1/8/2193","989-28-79-82125-8",4
"1/8/2193","989-28-79-13871-4",12
"1/8/2193","989-28-79-22562-9",2
"1/8/2193","989-28-654-4370-9",1
"1/8/2193","989-28-654-9484-8",1
"1/8/2193","989-28-229-6632-6",9
"1/8/2193","989-28-229-1404-4",10
"1/8/2193","989-28-229-7592-2",8
"1/8/2193","989-28-229-5891-8",3
"1/8/2193","989-28-229-9769-6",5
"1/8/2193","989-28-229-3157-7",3
"1/8/2193","989-28-79-68089-3",8
"1/8/2193","989-28-79-74374-1",16
"1/8/2193","989-28-79-23023-4",22
"1/8/2193","989-28-79-26824-4",6
"1/8/2193","989-28-79-13801-1",23
"1/8/2193","989-28-79-91028-0",8
"1/8/2193","989-28-79-71565-6",6
"1/8/2193","989-28-79-40897-8",5
"1/8/2193","989-28-79-55752-2",1
"1/8/2193","989-28-79-16533-8",1
"1/8/2193","989-28-3705-492-6",5
"1/8/2193","989-28-3705-222-9",9
"1/8/2193","989-28-79-03683-6",3
"1/8/2193","989-28-79-14379-4",1
"2/8/2193","989-28-3705-007-2",17
"2/8/2193","989-28-3705-987-7",6
"2/8/2193","989-28-3705-649-4",2
"2/8/2193","989-28-3705-152-9",2
"2/8/2193","989-28-3705-138-3",3
"2/8/2193","989-28-3705-966-2",1
"2/8/2193","989-28-3705-592-3",2
"2/8/2193","989-28-3705-583-1",1
"2/8/2193","989-28-3705-775-0",2
"2/8/2193","989-28-79-32105-5",4
"2/8/2193","989-28-79-18127-7",3
"2/8/2193","989-28-79-11297-4",3
"2/8/2193","989-28-79-45675-7",2
"2/8/2193","989-28-79-82197-5",1
"2/8/2193","989-28-79-70597-8",1
"2/8/2193","989-28-79-16826-1",1
"2/8/2193","989-28-79-01991-4",2
"2/8/2193","989-28-79-22871-2",2
"2/8/2193","989-28-79-42728-3",1
"2/8/2193","989-28-654-5018-9",4
"2/8/2193","989-28-654-3899-6",1
"2/8/2193","989-28-654-2017-5",1
"2/8/2193","989-28-79-13871-4",12
"2/8/2193","989-28-79-69807-2",16
"2/8/2193","989-28-79-82125-8",12
"2/8/2193","989-28-79-05670-4",8
"2/8/2193","989-28-79-22562-9",1
"2/8/2193","989-28-79-82749-6",2
"2/8/2193","989-28-654-5794-2",3
"2/8/2193","989-28-654-0047-4",2
"2/8/2193","989-28-229-9769-6",7
"2/8/2193","989-28-229-7592-2",4
"2/8/2193","989-28-229-1404-4",13
"2/8/2193","989-28-229-0197-6",2
"2/8/2193","989-28-229-6632-6",5
"2/8/2193","989-28-229-3157-7",2
"2/8/2193","989-28-229-5891-8",3
"2/8/2193","989-28-79-23023-4",18
"2/8/2193","989-28-79-13801-1",28
"2/8/2193","989-28-79-68089-3",12
"2/8/2193","989-28-79-71565-6",5
"2/8/2193","989-28-79-74374-1",19
"2/8/2193","989-28-79-26824-4",8
"2/8/2193","989-28-79-91028-0",4
"2/8/2193","989-28-79-51397-9",1
"2/8/2193","989-28-79-40897-8",4
"2/8/2193","989-28-79-43841-8",1
"2/8/2193","989-28-79-03683-6",2
"2/8/2193","989-28-3705-222-9",9
"2/8/2193","989-28-3705-492-6",8
"2/8/2193","989-28-3705-369-1",1
"2/8/2193","989-28-79-55824-6",2
"2/8/2193","989-28-79-04510-4",1
"3/8/2193","989-28-3705-592-3",3
"3/8/2193","989-28-3705-007-2",19
"3/8/2193","989-28-3705-583-1",1
"3/8/2193","989-28-3705-987-7",6
"3/8/2193","989-28-3705-775-0",1
"3/8/2193","989-28-3705-136-9",1
"3/8/2193","989-28-3705-054-6",1
"3/8/2193","989-28-79-30536-9",3
"3/8/2193","989-28-79-11297-4",6
"3/8/2193","989-28-79-07610-8",1
"3/8/2193","989-28-79-45675-7",7
"3/8/2193","989-28-79-86624-2",1
"3/8/2193","989-28-79-22871-2",2
"3/8/2193","989-28-79-18127-7",2
"3/8/2193","989-28-79-82197-5",3
"3/8/2193","989-28-79-32105-5",2
"3/8/2193","989-28-79-16826-1",1
"3/8/2193","989-28-79-61125-5",2
"3/8/2193","989-28-654-2017-5",1
"3/8/2193","989-28-79-05670-4",10
"3/8/2193","989-28-79-13871-4",28
"3/8/2193","989-28-79-69807-2",16
"3/8/2193","989-28-79-82125-8",6
"3/8/2193","989-28-79-82749-6",2
"3/8/2193","989-28-654-6033-1",1
"3/8/2193","989-28-654-2620-7",1
"3/8/2193","989-28-229-7592-2",7
"3/8/2193","989-28-229-0197-6",3
"3/8/2193","989-28-229-1404-4",10
"3/8/2193","989-28-229-9769-6",11
"3/8/2193","989-28-229-5891-8",3
"3/8/2193","989-28-229-6632-6",1
"3/8/2193","989-28-229-3157-7",1
"3/8/2193","989-28-79-23023-4",21
"3/8/2193","989-28-79-26824-4",10
"3/8/2193","989-28-79-13801-1",22
"3/8/2193","989-28-79-91028-0",11
"3/8/2193","989-28-79-74374-1",27
"3/8/2193","989-28-79-71565-6",6
"3/8/2193","989-28-79-55752-2",2
"3/8/2193","989-28-79-51397-9",3
"3/8/2193","989-28-79-68089-3",7
"3/8/2193","989-28-79-16808-7",1
"3/8/2193","989-28-79-40897-8",7
"3/8/2193","989-28-79-55824-6",2
"3/8/2193","989-28-79-43574-5",1
"3/8/2193","989-28-79-36485-4",1
"3/8/2193","989-28-3705-492-6",7
"3/8/2193","989-28-3705-222-9",4
"3/8/2193","989-28-3705-607-4",1
"3/8/2193","989-28-79-21991-8",2
"3/8/2193","989-28-654-3899-6",1
"3/8/2193","989-28-654-5018-9",2
"3/8/2193","989-28-3705-649-4",1
"4/8/2193","989-28-3705-138-3",3
"4/8/2193","989-28-3705-152-9",2
"4/8/2193","989-28-3705-007-2",21
"4/8/2193","989-28-3705-987-7",8
"4/8/2193","989-28-3705-592-3",3
"4/8/2193","989-28-3705-054-6",2
"4/8/2193","989-28-3705-136-9",4
"4/8/2193","989-28-3705-649-4",1
"4/8/2193","989-28-3705-775-0",1
"4/8/2193","989-28-79-45675-7",11
"4/8/2193","989-28-79-87459-9",1
"4/8/2193","989-28-79-01991-4",3
"4/8/2193","989-28-79-21991-8",4
"4/8/2193","989-28-79-04510-4",1
"4/8/2193","989-28-79-11297-4",1
"4/8/2193","989-28-79-22871-2",2
"4/8/2193","989-28-79-82197-5",3
"4/8/2193","989-28-79-27078-0",1
"4/8/2193","989-28-79-86624-2",1
"4/8/2193","989-28-79-18127-7",1
"4/8/2193","989-28-79-69807-2",14
"4/8/2193","989-28-79-82125-8",2
"4/8/2193","989-28-79-13871-4",16
"4/8/2193","989-28-79-05670-4",3
"4/8/2193","989-28-79-82749-6",4
"4/8/2193","989-28-79-22562-9",1
"4/8/2193","989-28-654-6507-7",3
"4/8/2193","989-28-654-0047-4",2
"4/8/2193","989-28-654-8573-0",1
"4/8/2193","989-28-229-1404-4",7
"4/8/2193","989-28-229-0197-6",2
"4/8/2193","989-28-229-9769-6",6
"4/8/2193","989-28-229-3157-7",4
"4/8/2193","989-28-229-7592-2",4
"4/8/2193","989-28-229-6632-6",6
"4/8/2193","989-28-229-5891-8",1
"4/8/2193","989-28-79-13801-1",27
"4/8/2193","989-28-79-91028-0",11
"4/8/2193","989-28-79-74374-1",24
"4/8/2193","989-28-79-23023-4",28
"4/8/2193","989-28-79-26824-4",9
"4/8/2193","989-28-79-71565-6",6
"4/8/2193","989-28-79-68089-3",8
"4/8/2193","989-28-79-40897-8",7
"4/8/2193","989-28-79-55824-6",2
"4/8/2193","989-28-79-55752-2",1
"4/8/2193","989-28-79-36485-4",1
"4/8/2193","989-28-79-51397-9",3
"4/8/2193","989-28-79-82339-9",1
"4/8/2193","989-28-79-44730-4",1
"4/8/2193","989-28-3705-492-6",7
"4/8/2193","989-28-3705-607-4",2
"4/8/2193","989-28-3705-222-9",11
"4/8/2193","989-28-79-03683-6",1
"4/8/2193","989-28-79-14379-4",1
"4/8/2193","989-28-3705-205-2",1
"4/8/2193","989-28-79-30536-9",1
"4/8/2193","989-28-79-16826-1",2
"4/8/2193","989-28-654-5018-9",1
"5/8/2193","989-28-3705-007-2",21
"5/8/2193","989-28-3705-592-3",1
"5/8/2193","989-28-3705-987-7",12
"5/8/2193","989-28-3705-583-1",4
"5/8/2193","989-28-3705-775-0",2
"5/8/2193","989-28-3705-649-4",2
"5/8/2193","989-28-3705-136-9",1
"5/8/2193","989-28-3705-138-3",2
"5/8/2193","989-28-79-30536-9",2
"5/8/2193","989-28-79-04510-4",2
"5/8/2193","989-28-79-86624-2",3
"5/8/2193","989-28-79-45675-7",4
"5/8/2193","989-28-79-82197-5",1
"5/8/2193","989-28-79-32105-5",3
"5/8/2193","989-28-79-11297-4",1
"5/8/2193","989-28-79-01991-4",1
"5/8/2193","989-28-79-16826-1",2
"5/8/2193","989-28-79-27078-0",2
"5/8/2193","989-28-654-2017-5",1
"5/8/2193","989-28-654-3899-6",1
"5/8/2193","989-28-79-13871-4",14
"5/8/2193","989-28-79-05670-4",13
"5/8/2193","989-28-79-69807-2",16
"5/8/2193","989-28-79-22562-9",1
"5/8/2193","989-28-79-82749-6",2
"5/8/2193","989-28-79-82125-8",2
"5/8/2193","989-28-654-6033-1",2
"5/8/2193","989-28-654-0047-4",1
"5/8/2193","989-28-654-2620-7",1
"5/8/2193","989-28-229-1404-4",8
"5/8/2193","989-28-229-9769-6",6
"5/8/2193","989-28-229-6632-6",8
"5/8/2193","989-28-229-0197-6",3
"5/8/2193","989-28-229-7592-2",6
"5/8/2193","989-28-229-3157-7",4
"5/8/2193","989-28-229-5891-8",4
"5/8/2193","989-28-79-23023-4",21
"5/8/2193","989-28-79-13801-1",21
"5/8/2193","989-28-79-74374-1",23
"5/8/2193","989-28-79-68089-3",8
"5/8/2193","989-28-79-91028-0",8
"5/8/2193","989-28-79-71565-6",3
"5/8/2193","989-28-79-40897-8",3
"5/8/2193","989-28-79-55752-2",2
"5/8/2193","989-28-79-26824-4",8
"5/8/2193","989-28-79-43574-5",1
"5/8/2193","989-28-79-55824-6",1
"5/8/2193","989-28-79-16533-8",1
"5/8/2193","989-28-3705-222-9",8
"5/8/2193","989-28-3705-492-6",7
"5/8/2193","989-28-3705-205-2",1
"5/8/2193","989-28-79-23015-9",2
"5/8/2193","989-28-79-14379-4",1
"5/8/2193","989-28-3705-607-4",1
"5/8/2193","989-28-79-64693-6",1
"5/8/2193","989-28-654-8573-0",1
"5/8/2193","989-28-654-5018-9",1
"6/8/2193","989-28-654-5018-9",2
"6/8/2193","989-28-3705-649-4",3
"6/8/2193","989-28-3705-987-7",10
"6/8/2193","989-28-3705-007-2",15
"6/8/2193","989-28-3705-136-9",1
"6/8/2193","989-28-3705-138-3",3
"6/8/2193","989-28-3705-966-2",1
"6/8/2193","989-28-3705-592-3",1
"6/8/2193","989-28-79-04510-4",1
"6/8/2193","989-28-79-05638-4",2
"6/8/2193","989-28-79-22871-2",1
"6/8/2193","989-28-79-45675-7",6
"6/8/2193","989-28-79-86624-2",1
"6/8/2193","989-28-79-11297-4",3
"6/8/2193","989-28-79-61125-5",2
"6/8/2193","989-28-79-52883-6",1
"6/8/2193","989-28-79-30536-9",1
"6/8/2193","989-28-79-01991-4",2
"6/8/2193","989-28-79-16826-1",2
"6/8/2193","989-28-654-0127-3",1
"6/8/2193","989-28-79-05670-4",6
"6/8/2193","989-28-79-82125-8",6
"6/8/2193","989-28-79-69807-2",6
"6/8/2193","989-28-79-13871-4",12
"6/8/2193","989-28-79-82749-6",4
"6/8/2193","989-28-654-6507-7",1
"6/8/2193","989-28-654-8573-0",2
"6/8/2193","989-28-654-0047-4",2
"6/8/2193","989-28-229-6632-6",7
"6/8/2193","989-28-229-3157-7",2
"6/8/2193","989-28-229-9769-6",6
"6/8/2193","989-28-229-0197-6",3
"6/8/2193","989-28-229-5891-8",2
"6/8/2193","989-28-229-7592-2",6
"6/8/2193","989-28-79-74374-1",22
"6/8/2193","989-28-79-71565-6",7
"6/8/2193","989-28-79-23023-4",21
"6/8/2193","989-28-79-13801-1",21
"6/8/2193","989-28-79-51397-9",2
"6/8/2193","989-28-79-40897-8",4
"6/8/2193","989-28-79-43574-5",2
"6/8/2193","989-28-79-68089-3",6
"6/8/2193","989-28-79-55752-2",1
"6/8/2193","989-28-79-26824-4",5
"6/8/2193","989-28-79-69359-6",1
"6/8/2193","989-28-79-82339-9",1
"6/8/2193","989-28-79-91028-0",10
"6/8/2193","989-28-79-55824-6",3
"6/8/2193","989-28-79-23015-9",2
"6/8/2193","989-28-3705-222-9",12
"6/8/2193","989-28-3705-492-6",6
"6/8/2193","989-28-79-03683-6",3
"6/8/2193","989-28-3705-583-1",1
"6/8/2193","989-28-79-32105-5",1
"6/8/2193","989-28-654-6930-3",1
"6/8/2193","989-28-79-36485-4",1
"6/8/2193","989-28-79-16533-8",1
"7/8/2193","989-28-654-5018-9",1
"7/8/2193","989-28-3705-007-2",14
"7/8/2193","989-28-3705-987-7",8
"7/8/2193","989-28-3705-592-3",1
"7/8/2193","989-28-3705-649-4",3
"7/8/2193","989-28-3705-369-1",1
"7/8/2193","989-28-3705-054-6",4
"7/8/2193","989-28-79-45675-7",3
"7/8/2193","989-28-79-04510-4",2
"7/8/2193","989-28-79-18127-7",2
"7/8/2193","989-28-79-11297-4",1
"7/8/2193","989-28-79-30536-9",2
"7/8/2193","989-28-79-61125-5",1
"7/8/2193","989-28-79-21991-8",2
"7/8/2193","989-28-79-82197-5",2
"7/8/2193","989-28-79-86624-2",1
"7/8/2193","989-28-79-32105-5",2
"7/8/2193","989-28-79-22871-2",1
"7/8/2193","989-28-79-69807-2",18
"7/8/2193","989-28-79-82125-8",12
"7/8/2193","989-28-79-13871-4",8
"7/8/2193","989-28-79-05670-4",8
"7/8/2193","989-28-79-82749-6",8
"7/8/2193","989-28-654-5794-2",3
"7/8/2193","989-28-654-6033-1",3
"7/8/2193","989-28-229-5891-8",5
"7/8/2193","989-28-229-6632-6",8
"7/8/2193","989-28-229-9769-6",6
"7/8/2193","989-28-229-0197-6",2
"7/8/2193","989-28-229-1404-4",7
"7/8/2193","989-28-229-7592-2",6
"7/8/2193","989-28-79-13801-1",22
"7/8/2193","989-28-79-68089-3",11
"7/8/2193","989-28-79-26824-4",3
